id,Political,Election,Election,Total,Total Prvsnls,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
1283,Anderson,,General Election,,,20,,U.S.Rep Dist 5,Lance Gooden,Rep,467,70
1284,Anderson,,General Election,,,20,,U.S.Rep Dist 5,Carolyn Salter,Dem,147,35
1285,Anderson,,General Election,,,20,,U.S.Rep Dist 5,Kevin A. Hale,Lib,11,9
1287,Anderson,,General Election,,,20,,Railroad Commissioner,"James ""Jim"" Wright",Rep,465,73
1288,Anderson,,General Election,,,20,,Railroad Commissioner,Chrysta Castaneda,Dem,134,35
1289,Anderson,,General Election,,,20,,Railroad Commissioner,Matt Sterett,Lib,17,4
1290,Anderson,,General Election,,,20,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,4,0
1292,Anderson,,General Election,,,20,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,465,73
1293,Anderson,,General Election,,,20,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,136,34
1294,Anderson,,General Election,,,20,,"Chief Justice, Supreme Court",Mark Ash,Lib,14,5
1296,Anderson,,General Election,,,20,,"Justice, Supreme Court",Jane Bland,Rep,476,73
1297,Anderson,,General Election,,,20,,Place 6,Kathy Cheng,Dem,139,38
1299,Anderson,,General Election,,,20,,"Justice, Supreme Court",Jeff Boyd,Rep,466,74
1300,Anderson,,General Election,,,20,,Place 7,Staci Williams,Dem,131,37
1301,Anderson,,General Election,,,20,,Place 7,William Bryan Strange III,Lib,16,2
1303,Anderson,,General Election,,,20,,"Justice, Supreme Court",Brett Busby,Rep,472,71
1304,Anderson,,General Election,,,20,,Place 8,Gisela D. Triana,Dem,128,35
1305,Anderson,,General Election,,,20,,Place 8,Tom Oxford,Lib,18,6
1307,Anderson,,General Election,,,20,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,474,74
1308,Anderson,,General Election,,,20,, ,Elizabeth Davis Frizell,Dem,143,38
1310,Anderson,,General Election,,,20,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,478,75
1311,Anderson,,General Election,,,20,, ,Tina Clinton,Dem,136,37
1313,Anderson,,General Election,,,20,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,478,75
1314,Anderson,,General Election,,,20,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,139,36
1316,Anderson,,General Election,,,20,,"State Board of Education, District 9",Kevin M. Ellis,Rep,467,71
1317,Anderson,,General Election,,,20,,"State Board of Education, District 9",Brenda Davis,Dem,153,41
1319,Anderson,,General Election,,,20,,"State Rep, District 8",Cody Harris,Rep,520,83
1320,Anderson,,General Election,,,20,,"State Rep, District 8",R. Edwin Adams,Lib,83,28
1322,Anderson,,General Election,,,20,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,530,100
1324,Anderson,,General Election,,,20,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,530,104
1326,Anderson,,General Election,,,20,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,534,106
1328,Anderson,,General Election,,,20,,Sheriff,Rudy Flores,Rep,552,105
1330,Anderson,,General Election,,,20,,Tax Assessor Collector,Margie H. Grissom,Rep,528,100
1332,Anderson,,General Election,,,20,,Constable Pct 4,James Muniz,Rep,537,98
1334,Anderson,11/3/20,General Election,8,1,21,1869,President,Donald J. Trump / Mike Pence,Rep,878,208
1335,Anderson,,General Election,,,21,,President,Joseph R. Biden / Kamala D. Harris,Dem,159,24
1336,Anderson,,General Election,,,21,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,2,1
1337,Anderson,,General Election,,,21,,President,Howie Hawkins / Angela Walker,Grn,1,0
1339,Anderson,,General Election,,,21,,President,President R. Boddie/Eric C. Stoneham,,0,0
1340,Anderson,,General Election,,,21,,President,Brian Carroll/Amar Patel,,0,0
1341,Anderson,,General Election,,,21,,President,Todd Cella/Tim Cella,,0,0
1342,Anderson,,General Election,,,21,,President,Jesse Cuellar/Jimmy Monreal,,0,0
1343,Anderson,,General Election,,,21,,President,Tom Hoefling/Andy Prior,,1,0
1344,Anderson,,General Election,,,21,,President,Gloria La Riva/Leonard Peltier,,0,0
1345,Anderson,,General Election,,,21,,President,Abram Loeb/Jennifer Jairala,,0,0
1346,Anderson,,General Election,,,21,,President,Robert Morrow/Anne Beckett,,0,0
1347,Anderson,,General Election,,,21,,President,Kasey Wells/Rachel Wells,,0,0
1349,Anderson,,General Election,,,21,,United States Senator,John Coryn,Rep,879,199
1350,Anderson,,General Election,,,21,,United States Senator,"Mary ""MJ"" Hegar",Dem,144,25
1351,Anderson,,General Election,,,21,,United States Senator,Kerry Douglas Mckennon,Lib,9,4
1352,Anderson,,General Election,,,21,,United States Senator,David B. Collins,Grn,4,1
1354,Anderson,,General Election,,,21,,United States Senator,Ricardo Turullols-Bonilla,,,
1356,Anderson,,General Election,,,21,,U.S.Rep Dist 5,Lance Gooden,Rep,877,195
1357,Anderson,,General Election,,,21,,U.S.Rep Dist 5,Carolyn Salter,Dem,147,33
1358,Anderson,,General Election,,,21,,U.S.Rep Dist 5,Kevin A. Hale,Lib,10,3
1360,Anderson,,General Election,,,21,,Railroad Commissioner,"James ""Jim"" Wright",Rep,870,200
1361,Anderson,,General Election,,,21,,Railroad Commissioner,Chrysta Castaneda,Dem,134,22
1362,Anderson,,General Election,,,21,,Railroad Commissioner,Matt Sterett,Lib,19,5
1363,Anderson,,General Election,,,21,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,5,2
1365,Anderson,,General Election,,,21,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,869,197
1366,Anderson,,General Election,,,21,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,142,28
1367,Anderson,,General Election,,,21,,"Chief Justice, Supreme Court",Mark Ash,Lib,12,3
1369,Anderson,,General Election,,,21,,"Justice, Supreme Court",Jane Bland,Rep,886,202
1370,Anderson,,General Election,,,21,,Place 6,Kathy Cheng,Dem,139,28
1372,Anderson,,General Election,,,21,,"Justice, Supreme Court",Jeff Boyd,Rep,879,199
1373,Anderson,,General Election,,,21,,Place 7,Staci Williams,Dem,137,26
1374,Anderson,,General Election,,,21,,Place 7,William Bryan Strange III,Lib,11,4
1376,Anderson,,General Election,,,21,,"Justice, Supreme Court",Brett Busby,Rep,881,200
1377,Anderson,,General Election,,,21,,Place 8,Gisela D. Triana,Dem,136,23
1378,Anderson,,General Election,,,21,,Place 8,Tom Oxford,Lib,14,6
1380,Anderson,,General Election,,,21,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,886,201
1381,Anderson,,General Election,,,21,, ,Elizabeth Davis Frizell,Dem,139,28
1383,Anderson,,General Election,,,21,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,880,201
1384,Anderson,,General Election,,,21,, ,Tina Clinton,Dem,143,28
1386,Anderson,,General Election,,,21,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,877,206
1387,Anderson,,General Election,,,21,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,144,23
1389,Anderson,,General Election,,,21,,"State Board of Education, District 9",Kevin M. Ellis,Rep,882,196
1390,Anderson,,General Election,,,21,,"State Board of Education, District 9",Brenda Davis,Dem,147,32
1392,Anderson,,General Election,,,21,,"State Rep, District 8",Cody Harris,Rep,927,209
1393,Anderson,,General Election,,,21,,"State Rep, District 8",R. Edwin Adams,Lib,89,20
1395,Anderson,,General Election,,,21,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,940,214
1397,Anderson,,General Election,,,21,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,937,216
1399,Anderson,,General Election,,,21,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,927,210
1401,Anderson,,General Election,,,21,,Sheriff,Rudy Flores,Rep,964,217
1403,Anderson,,General Election,,,21,,Tax Assessor Collector,Margie H. Grissom,Rep,937,205
1405,Anderson,,General Election,,,21,,Constable Pct 4,James Muniz,Rep,944,212
1407,Anderson,11/3/20,General Election,3,0,22,1018,President,Donald J. Trump / Mike Pence,Rep,424,216
1408,Anderson,,General Election,,,22,,President,Joseph R. Biden / Kamala D. Harris,Dem,85,20
1409,Anderson,,General Election,,,22,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,3,2
1410,Anderson,,General Election,,,22,,President,Howie Hawkins / Angela Walker,Grn,0,0
1412,Anderson,,General Election,,,22,,President,President R. Boddie/Eric C. Stoneham,,0,0
1413,Anderson,,General Election,,,22,,President,Brian Carroll/Amar Patel,,0,0
1414,Anderson,,General Election,,,22,,President,Todd Cella/Tim Cella,,0,0
1415,Anderson,,General Election,,,22,,President,Jesse Cuellar/Jimmy Monreal,,0,0
1416,Anderson,,General Election,,,22,,President,Tom Hoefling/Andy Prior,,0,0
1417,Anderson,,General Election,,,22,,President,Gloria La Riva/Leonard Peltier,,0,0
1418,Anderson,,General Election,,,22,,President,Abram Loeb/Jennifer Jairala,,0,0
1419,Anderson,,General Election,,,22,,President,Robert Morrow/Anne Beckett,,0,0
1420,Anderson,,General Election,,,22,,President,Kasey Wells/Rachel Wells,,0,0
1422,Anderson,,General Election,,,22,,United States Senator,John Coryn,Rep,425,213
1423,Anderson,,General Election,,,22,,United States Senator,"Mary ""MJ"" Hegar",Dem,82,19
1424,Anderson,,General Election,,,22,,United States Senator,Kerry Douglas Mckennon,Lib,5,4
1425,Anderson,,General Election,,,22,,United States Senator,David B. Collins,Grn,1,1
1427,Anderson,,General Election,,,22,,United States Senator,Ricardo Turullols-Bonilla,,,
1429,Anderson,,General Election,,,22,,U.S.Rep Dist 5,Lance Gooden,Rep,422,217
1430,Anderson,,General Election,,,22,,U.S.Rep Dist 5,Carolyn Salter,Dem,87,15
1431,Anderson,,General Election,,,22,,U.S.Rep Dist 5,Kevin A. Hale,Lib,3,3
1433,Anderson,,General Election,,,22,,Railroad Commissioner,"James ""Jim"" Wright",Rep,423,208
1434,Anderson,,General Election,,,22,,Railroad Commissioner,Chrysta Castaneda,Dem,74,17
1435,Anderson,,General Election,,,22,,Railroad Commissioner,Matt Sterett,Lib,9,6
1436,Anderson,,General Election,,,22,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,1,3
1438,Anderson,,General Election,,,22,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,423,211
1439,Anderson,,General Election,,,22,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,78,16
1440,Anderson,,General Election,,,22,,"Chief Justice, Supreme Court",Mark Ash,Lib,3,6
1442,Anderson,,General Election,,,22,,"Justice, Supreme Court",Jane Bland,Rep,426,216
1443,Anderson,,General Election,,,22,,Place 6,Kathy Cheng,Dem,76,15
1445,Anderson,,General Election,,,22,,"Justice, Supreme Court",Jeff Boyd,Rep,425,213
1446,Anderson,,General Election,,,22,,Place 7,Staci Williams,Dem,75,17
1447,Anderson,,General Election,,,22,,Place 7,William Bryan Strange III,Lib,5,4
1449,Anderson,,General Election,,,22,,"Justice, Supreme Court",Brett Busby,Rep,419,213
1450,Anderson,,General Election,,,22,,Place 8,Gisela D. Triana,Dem,80,14
1451,Anderson,,General Election,,,22,,Place 8,Tom Oxford,Lib,5,6
1453,Anderson,,General Election,,,22,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,426,218
1454,Anderson,,General Election,,,22,, ,Elizabeth Davis Frizell,Dem,78,15
1456,Anderson,,General Election,,,22,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,425,218
1457,Anderson,,General Election,,,22,, ,Tina Clinton,Dem,78,15
1459,Anderson,,General Election,,,22,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,423,217
1460,Anderson,,General Election,,,22,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,80,16
1462,Anderson,,General Election,,,22,,"State Board of Education, District 9",Kevin M. Ellis,Rep,424,216
1463,Anderson,,General Election,,,22,,"State Board of Education, District 9",Brenda Davis,Dem,81,18
1465,Anderson,,General Election,,,22,,"State Rep, District 8",Cody Harris,Rep,446,216
1466,Anderson,,General Election,,,22,,"State Rep, District 8",R. Edwin Adams,Lib,53,15
1468,Anderson,,General Election,,,22,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,463,219
1470,Anderson,,General Election,,,22,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,453,215
1472,Anderson,,General Election,,,22,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,470,217
1474,Anderson,,General Election,,,22,,Sheriff,Rudy Flores,Rep,484,225
1476,Anderson,,General Election,,,22,,Tax Assessor Collector,Margie H. Grissom,Rep,466,214
1478,Anderson,,General Election,,,22,,Constable Pct 4,James Muniz,Rep,464,218
1480,Anderson,11/3/20,General Election,7,6,23,1330,President,Donald J. Trump / Mike Pence,Rep,580,296
1481,Anderson,,General Election,,,23,,President,Joseph R. Biden / Kamala D. Harris,Dem,70,29
1482,Anderson,,General Election,,,23,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,1,1
1483,Anderson,,General Election,,,23,,President,Howie Hawkins / Angela Walker,Grn,1,0
1485,Anderson,,General Election,,,23,,President,President R. Boddie/Eric C. Stoneham,,0,0
1486,Anderson,,General Election,,,23,,President,Brian Carroll/Amar Patel,,0,0
1487,Anderson,,General Election,,,23,,President,Todd Cella/Tim Cella,,0,0
1488,Anderson,,General Election,,,23,,President,Jesse Cuellar/Jimmy Monreal,,0,0
1489,Anderson,,General Election,,,23,,President,Tom Hoefling/Andy Prior,,0,0
1490,Anderson,,General Election,,,23,,President,Gloria La Riva/Leonard Peltier,,0,0
1491,Anderson,,General Election,,,23,,President,Abram Loeb/Jennifer Jairala,,0,0
1492,Anderson,,General Election,,,23,,President,Robert Morrow/Anne Beckett,,0,0
1493,Anderson,,General Election,,,23,,President,Kasey Wells/Rachel Wells,,0,0
1495,Anderson,,General Election,,,23,,United States Senator,John Coryn,Rep,569,295
1496,Anderson,,General Election,,,23,,United States Senator,"Mary ""MJ"" Hegar",Dem,69,22
1497,Anderson,,General Election,,,23,,United States Senator,Kerry Douglas Mckennon,Lib,5,6
1498,Anderson,,General Election,,,23,,United States Senator,David B. Collins,Grn,5,0
1500,Anderson,,General Election,,,23,,United States Senator,Ricardo Turullols-Bonilla,,,
1502,Anderson,,General Election,,,23,,U.S.Rep Dist 5,Lance Gooden,Rep,578,294
1503,Anderson,,General Election,,,23,,U.S.Rep Dist 5,Carolyn Salter,Dem,69,28
1504,Anderson,,General Election,,,23,,U.S.Rep Dist 5,Kevin A. Hale,Lib,2,3
1506,Anderson,,General Election,,,23,,Railroad Commissioner,"James ""Jim"" Wright",Rep,569,295
1507,Anderson,,General Election,,,23,,Railroad Commissioner,Chrysta Castaneda,Dem,72,25
1508,Anderson,,General Election,,,23,,Railroad Commissioner,Matt Sterett,Lib,4,3
1509,Anderson,,General Election,,,23,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,4,2
1511,Anderson,,General Election,,,23,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,570,294
1512,Anderson,,General Election,,,23,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,68,23
1513,Anderson,,General Election,,,23,,"Chief Justice, Supreme Court",Mark Ash,Lib,6,6
1515,Anderson,,General Election,,,23,,"Justice, Supreme Court",Jane Bland,Rep,580,297
1516,Anderson,,General Election,,,23,,Place 6,Kathy Cheng,Dem,66,23
1518,Anderson,,General Election,,,23,,"Justice, Supreme Court",Jeff Boyd,Rep,574,294
1519,Anderson,,General Election,,,23,,Place 7,Staci Williams,Dem,66,24
1520,Anderson,,General Election,,,23,,Place 7,William Bryan Strange III,Lib,4,2
1522,Anderson,,General Election,,,23,,"Justice, Supreme Court",Brett Busby,Rep,575,296
1523,Anderson,,General Election,,,23,,Place 8,Gisela D. Triana,Dem,66,22
1524,Anderson,,General Election,,,23,,Place 8,Tom Oxford,Lib,6,6
1526,Anderson,,General Election,,,23,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,578,296
1527,Anderson,,General Election,,,23,, ,Elizabeth Davis Frizell,Dem,69,28
1529,Anderson,,General Election,,,23,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,581,296
1530,Anderson,,General Election,,,23,, ,Tina Clinton,Dem,65,25
1532,Anderson,,General Election,,,23,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,577,297
1533,Anderson,,General Election,,,23,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,69,26
1535,Anderson,,General Election,,,23,,"State Board of Education, District 9",Kevin M. Ellis,Rep,570,297
1536,Anderson,,General Election,,,23,,"State Board of Education, District 9",Brenda Davis,Dem,77,28
1538,Anderson,,General Election,,,23,,"State Rep, District 8",Cody Harris,Rep,592,303
1539,Anderson,,General Election,,,23,,"State Rep, District 8",R. Edwin Adams,Lib,50,14
1541,Anderson,,General Election,,,23,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,600,300
1543,Anderson,,General Election,,,23,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,601,297
1545,Anderson,,General Election,,,23,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,597,302
1547,Anderson,,General Election,,,23,,Sheriff,Rudy Flores,Rep,611,308
1549,Anderson,,General Election,,,23,,Tax Assessor Collector,Margie H. Grissom,Rep,601,303
1551,Anderson,,General Election,,,23,,Commissioner Pct 3,Kenneth Dickson,Rep,589,301
1553,Anderson,,General Election,,,23,,Constable Pct 3,Kim Dickson-Holiday,Rep,601,300
1555,Anderson,11/3/20,General Election,7,1,24,862,President,Donald J. Trump / Mike Pence,Rep,398,203
1556,Anderson,,General Election,,,24,,President,Joseph R. Biden / Kamala D. Harris,Dem,33,10
1557,Anderson,,General Election,,,24,,President,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Lib,4,0
1558,Anderson,,General Election,,,24,,President,Howie Hawkins / Angela Walker,Grn,0,0
1560,Anderson,,General Election,,,24,,President,President R. Boddie/Eric C. Stoneham,,0,0
1561,Anderson,,General Election,,,24,,President,Brian Carroll/Amar Patel,,0,0
1562,Anderson,,General Election,,,24,,President,Todd Cella/Tim Cella,,0,0
1563,Anderson,,General Election,,,24,,President,Jesse Cuellar/Jimmy Monreal,,0,0
1564,Anderson,,General Election,,,24,,President,Tom Hoefling/Andy Prior,,0,0
1565,Anderson,,General Election,,,24,,President,Gloria La Riva/Leonard Peltier,,0,0
1566,Anderson,,General Election,,,24,,President,Abram Loeb/Jennifer Jairala,,0,0
1567,Anderson,,General Election,,,24,,President,Robert Morrow/Anne Beckett,,0,0
1568,Anderson,,General Election,,,24,,President,Kasey Wells/Rachel Wells,,0,0
1570,Anderson,,General Election,,,24,,United States Senator,John Coryn,Rep,393,195
1571,Anderson,,General Election,,,24,,United States Senator,"Mary ""MJ"" Hegar",Dem,37,12
1572,Anderson,,General Election,,,24,,United States Senator,Kerry Douglas Mckennon,Lib,2,4
1573,Anderson,,General Election,,,24,,United States Senator,David B. Collins,Grn,1,0
1575,Anderson,,General Election,,,24,,United States Senator,Ricardo Turullols-Bonilla,,,0
1577,Anderson,,General Election,,,24,,U.S.Rep Dist 5,Lance Gooden,Rep,396,200
1578,Anderson,,General Election,,,24,,U.S.Rep Dist 5,Carolyn Salter,Dem,36,9
1579,Anderson,,General Election,,,24,,U.S.Rep Dist 5,Kevin A. Hale,Lib,2,3
1581,Anderson,,General Election,,,24,,Railroad Commissioner,"James ""Jim"" Wright",Rep,394,198
1582,Anderson,,General Election,,,24,,Railroad Commissioner,Chrysta Castaneda,Dem,30,10
1583,Anderson,,General Election,,,24,,Railroad Commissioner,Matt Sterett,Lib,8,3
1584,Anderson,,General Election,,,24,,Railroad Commissioner,"Katija ""Kat"" Gruene",Grn,0,1
1586,Anderson,,General Election,,,24,,"Chief Justice, Supreme Court",Nathan Hecht,Rep,390,196
1587,Anderson,,General Election,,,24,,"Chief Justice, Supreme Court",Amy Clark Meachum,Dem,33,9
1588,Anderson,,General Election,,,24,,"Chief Justice, Supreme Court",Mark Ash,Lib,5,6
1590,Anderson,,General Election,,,24,,"Justice, Supreme Court",Jane Bland,Rep,394,197
1591,Anderson,,General Election,,,24,,Place 6,Kathy Cheng,Dem,35,11
1593,Anderson,,General Election,,,24,,"Justice, Supreme Court",Jeff Boyd,Rep,387,200
1594,Anderson,,General Election,,,24,,Place 7,Staci Williams,Dem,36,9
1595,Anderson,,General Election,,,24,,Place 7,William Bryan Strange III,Lib,3,3
1597,Anderson,,General Election,,,24,,"Justice, Supreme Court",Brett Busby,Rep,391,199
1598,Anderson,,General Election,,,24,,Place 8,Gisela D. Triana,Dem,33,9
1599,Anderson,,General Election,,,24,,Place 8,Tom Oxford,Lib,4,3
1601,Anderson,,General Election,,,24,,"Judge, Court of Criminal Appeals, Pl 3",Bert Richardson,Rep,394,201
1602,Anderson,,General Election,,,24,, ,Elizabeth Davis Frizell,Dem,35,11
1604,Anderson,,General Election,,,24,,"Judge, Court of Criminal Appeals, Pl 4",Kevin Patrick Yeary,Rep,392,198
1605,Anderson,,General Election,,,24,, ,Tina Clinton,Dem,35,12
1607,Anderson,,General Election,,,24,,"Judge, Court of Criminal Appleals,Pl 9",David Newell,Rep,391,199
1608,Anderson,,General Election,,,24,,"Judge, Court of Criminal Appleals,Pl 9",Brandon Birmingham,Dem,34,12
1610,Anderson,,General Election,,,24,,"State Board of Education, District 9",Kevin M. Ellis,Rep,391,199
1611,Anderson,,General Election,,,24,,"State Board of Education, District 9",Brenda Davis,Dem,37,13
1613,Anderson,,General Election,,,24,,"State Rep, District 8",Cody Harris,Rep,405,202
1614,Anderson,,General Election,,,24,,"State Rep, District 8",R. Edwin Adams,Lib,25,10
1616,Anderson,,General Election,,,24,,"Chief Justice,12 Crt of App District",Jim Worthen,Rep,400,204
1618,Anderson,,General Election,,,24,,"District Judge, 3rd Judicial District",Mark A. Calhoon,Rep,398,204
1620,Anderson,,General Election,,,24,,"District Judge, 349th Judicial District",Pam Foster Fletcher,Rep,393,204
1622,Anderson,,General Election,,,24,,Sheriff,Rudy Flores,Rep,408,210
1624,Anderson,,General Election,,,24,,Tax Assessor Collector,Margie H. Grissom,Rep,404,204
1626,Anderson,,General Election,,,24,,Constable Pct 4,James Muniz,Rep,404,204
