Total Votes Cast,501,100.00%,35,,294,172
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,420,83.83%,20,,251,149
DEM Elizabeth Davis Frizell,81,16.17%,16,,44,21
Total Votes Cast,501,100.00%,36,,295,170
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,427,85.06%,19,,260,148
DEM Tina Clinton,76,14.94%,17,,35,24
Total Votes Cast,503,100.00%,36,,295,172
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
10 Warda,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,430,86.69%,22,,262,146
DEM Brandon Birmingham,67,13.31%,13,,31,23
Total Votes Cast,497,100.00%,35,,293,169
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,416,82.87%,19,,253,144
DEM Marsha Burnett-Webster,79,15.54%,18,,37,24
LIB Trip Seibold,8,1.59%,0,,4,4
Total Votes Cast,503,100.00%,37,,294,172
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,436,86.85%,25,,261,150
DEM Michael Antalan,67,13.15%,12,,32,23
Total Votes Cast,503,100.00%,37,,293,173
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,468,100.00%,25,,286,157
Total Votes Cast,468,100.00%,25,,286,157
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
10 Warda,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,434,86.80%,21,,264,149
DEM Darlene Byrne,66,13.20%,14,,31,21
Total Votes Cast,500,100.00%,35,,295,170
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,378,100.00%,28,,229,121
Total Votes Cast,378,100.00%,28,,229,121
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,481,100.00%,27,,288,166
Total Votes Cast,481,100.00%,27,,288,166
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,434,100.00%,21,,271,142
Total Votes Cast,434,100.00%,21,,271,142
County Commissioner Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jason McBroom,475,100.00%,28,,284,163
Total Votes Cast,475,100.00%,28,,284,163
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
10 Warda,,,,,,
Constable Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP WM Billy Roensch,476,100.00%,25,,287,164
Total Votes Cast,476,100.00%,25,,287,164
Director Place 1 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Martin E. (Marty) Janczak,9,36.00%,2,,3,4
Gary Weishuhn,16,64.00%,0,,9,7
Total Votes Cast,25,100.00%,2,,12,11
Director Place 3 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Max R. Baranowski Jr.,23,100.00%,1,,11,11
Total Votes Cast,23,100.00%,1,,11,11
Director Place 5 CCWCID,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Kevin M. Ullrich,21,100.00%,1,,11,9
Total Votes Cast,21,100.00%,1,,11,9
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
11 Winchester,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,301,82.02%,23,,173,105
DEM Joseph R. Biden / Kamala D.Harris,60,16.35%,4,,40,16
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",5,1.36%,0,,3,2
GRN Howie Hawkins / Angela Walker,0,0.00%,0,,0,0
Write-In Totals,1,0.27%,0,,0,1
Total Votes Cast,367,100.00%,27,,216,124
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,303,83.01%,23,,172,108
"DEM Mary ""MJ"" Hegar",57,15.62%,4,,41,12
LIB Kerry Douglas McKennon,4,1.10%,0,,1,3
GRN David B. Collins,1,0.27%,0,,0,1
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,365,100.00%,27,,214,124
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,304,83.75%,23,,172,109
DEM Mike Siegel,56,15.43%,4,,38,14
LIB Roy Ericksen,3,0.83%,0,,2,1
Total Votes Cast,363,100.00%,27,,212,124
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
11 Winchester,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",299,82.60%,23,,171,105
DEM Chrysta Castaneda,58,16.02%,4,,40,14
LIB Matt Sterett,5,1.38%,0,,2,3
"GRN Katija ""Kat"" Gruene",0,0.00%,0,,0,0
Total Votes Cast,362,100.00%,27,,213,122
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,296,81.54%,23,,169,104
DEM Amy Clark Meachum,59,16.25%,4,,39,16
LIB Mark Ash,8,2.20%,0,,5,3
Total Votes Cast,363,100.00%,27,,213,123
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,301,84.31%,23,,175,103
DEM Kathy Cheng,56,15.69%,4,,37,15
Total Votes Cast,357,100.00%,27,,212,118
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
11 Winchester,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,302,82.97%,23,,169,110
DEM Staci Williams,58,15.93%,4,,42,12
LIB William Bryan Strange III,4,1.10%,0,,3,1
Total Votes Cast,364,100.00%,27,,214,123
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,295,81.49%,23,,165,107
DEM Gisela D. Triana,61,16.85%,4,,43,14
LIB Tom Oxford,6,1.66%,0,,5,1
Total Votes Cast,362,100.00%,27,,213,122
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,306,84.53%,23,,175,108
DEM Elizabeth Davis Frizell,56,15.47%,4,,39,13
Total Votes Cast,362,100.00%,27,,214,121
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,304,85.15%,22,,172,110
DEM Tina Clinton,53,14.85%,4,,39,10
Total Votes Cast,357,100.00%,26,,211,120
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
11 Winchester,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,304,85.39%,23,,177,104
DEM Brandon Birmingham,52,14.61%,4,,35,13
Total Votes Cast,356,100.00%,27,,212,117
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,301,83.38%,23,,171,107
DEM Marsha Burnett-Webster,57,15.79%,4,,38,15
LIB Trip Seibold,3,0.83%,0,,2,1
Total Votes Cast,361,100.00%,27,,211,123
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,309,85.83%,23,,177,109
DEM Michael Antalan,51,14.17%,4,,33,14
Total Votes Cast,360,100.00%,27,,210,123
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,336,100.00%,23,,200,113
Total Votes Cast,336,100.00%,23,,200,113
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
11 Winchester,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,306,84.76%,23,,177,106
DEM Darlene Byrne,55,15.24%,4,,36,15
Total Votes Cast,361,100.00%,27,,213,121
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,254,100.00%,14,,156,84
Total Votes Cast,254,100.00%,14,,156,84
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,339,100.00%,24,,200,115
Total Votes Cast,339,100.00%,24,,200,115
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,301,100.00%,18,,192,91
Total Votes Cast,301,100.00%,18,,192,91
County Commissioner Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jason McBroom,339,100.00%,25,,199,115
Total Votes Cast,339,100.00%,25,,199,115
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
11 Winchester,,,,,,
Constable Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP WM Billy Roensch,336,100.00%,24,,200,112
Total Votes Cast,336,100.00%,24,,200,112
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
12 Plum,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,255,76.35%,15,,154,86
DEM Joseph R. Biden / Kamala D.Harris,77,23.05%,8,,50,19
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",2,0.60%,0,,1,1
GRN Howie Hawkins / Angela Walker,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,334,100.00%,23,,205,106
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,242,73.56%,14,,150,78
"DEM Mary ""MJ"" Hegar",76,23.10%,8,,49,19
LIB Kerry Douglas McKennon,10,3.04%,1,,3,6
GRN David B. Collins,1,0.30%,0,,0,1
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,329,100.00%,23,,202,104
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,249,75.68%,14,,152,83
DEM Mike Siegel,74,22.49%,9,,47,18
LIB Roy Ericksen,6,1.82%,0,,4,2
Total Votes Cast,329,100.00%,23,,203,103
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
12 Plum,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",240,72.95%,14,,150,76
DEM Chrysta Castaneda,77,23.40%,8,,46,23
LIB Matt Sterett,10,3.04%,1,,5,4
"GRN Katija ""Kat"" Gruene",2,0.61%,0,,1,1
Total Votes Cast,329,100.00%,23,,202,104
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,243,74.31%,12,,149,82
DEM Amy Clark Meachum,75,22.94%,9,,48,18
LIB Mark Ash,9,2.75%,0,,5,4
Total Votes Cast,327,100.00%,21,,202,104
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,254,78.40%,12,,156,86
DEM Kathy Cheng,70,21.60%,9,,46,15
Total Votes Cast,324,100.00%,21,,202,101
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
12 Plum,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,246,75.46%,11,,152,83
DEM Staci Williams,71,21.78%,9,,47,15
LIB William Bryan Strange III,9,2.76%,0,,4,5
Total Votes Cast,326,100.00%,20,,203,103
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,246,75.69%,13,,154,79
DEM Gisela D. Triana,72,22.15%,8,,46,18
LIB Tom Oxford,7,2.15%,0,,1,6
Total Votes Cast,325,100.00%,21,,201,103
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,250,76.92%,12,,155,83
DEM Elizabeth Davis Frizell,75,23.08%,9,,46,20
Total Votes Cast,325,100.00%,21,,201,103
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,250,77.16%,13,,155,82
DEM Tina Clinton,74,22.84%,8,,48,18
Total Votes Cast,324,100.00%,21,,203,100
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
12 Plum,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,252,77.30%,12,,156,84
DEM Brandon Birmingham,74,22.70%,9,,47,18
Total Votes Cast,326,100.00%,21,,203,102
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,241,74.15%,12,,149,80
DEM Marsha Burnett-Webster,74,22.77%,9,,47,18
LIB Trip Seibold,10,3.08%,0,,5,5
Total Votes Cast,325,100.00%,21,,201,103
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,257,78.35%,14,,158,85
DEM Michael Antalan,71,21.65%,9,,43,19
Total Votes Cast,328,100.00%,23,,201,104
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,305,100.00%,18,,191,96
Total Votes Cast,305,100.00%,18,,191,96
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
12 Plum,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,255,77.98%,13,,156,86
DEM Darlene Byrne,72,22.02%,9,,46,17
Total Votes Cast,327,100.00%,22,,202,103
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,248,100.00%,18,,164,66
Total Votes Cast,248,100.00%,18,,164,66
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,312,100.00%,18,,195,99
Total Votes Cast,312,100.00%,18,,195,99
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,266,100.00%,16,,172,78
Total Votes Cast,266,100.00%,16,,172,78
County Commissioner Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jason McBroom,312,100.00%,17,,194,101
Total Votes Cast,312,100.00%,17,,194,101
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
12 Plum,,,,,,
Constable Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP WM Billy Roensch,309,100.00%,18,,192,99
Total Votes Cast,309,100.00%,18,,192,99
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
13 West Point,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,423,78.19%,22,,328,73
DEM Joseph R. Biden / Kamala D.Harris,112,20.33%,16,,74,22
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",6,1.11%,2,,3,1
GRN Howie Hawkins / Angela Walker,2,0.37%,0,,2,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,543,100.00%,40,,407,96
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,421,79.28%,21,,328,72
"DEM Mary ""MJ"" Hegar",106,19.59%,17,,71,18
LIB Kerry Douglas McKennon,4,0.75%,1,,2,1
GRN David B. Collins,2,0.38%,0,,1,1
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,533,100.00%,39,,402,62
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,423,80.57%,23,,329,71
DEM Mike Siegel,97,18.10%,16,,63,18
LIB Roy Ericksen,7,1.33%,0,,4,3
Total Votes Cast,527,100.00%,39,,396,92
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
13 West Point,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",410,77.50%,24,,317,69
DEM Chrysta Castaneda,108,20.04%,15,,70,23
LIB Matt Sterett,10,1.89%,0,,10,0
"GRN Katija ""Kat"" Gruene",3,0.57%,0,,3,0
Total Votes Cast,531,100.00%,39,,400,92
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,405,77.29%,22,,317,66
DEM Amy Clark Meachum,112,20.99%,17,,72,23
LIB Mark Ash,9,1.72%,0,,8,1
Total Votes Cast,526,100.00%,39,,397,90
"Justice, Supreme Court, Pl 6",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jane Bland,424,80.46%,22,,334,68
DEM Kathy Cheng,105,19.54%,17,,65,23
Total Votes Cast,529,100.00%,39,,399,91
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
13 West Point,,,,,,
"Justice, Supreme Court, Pl 7",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Boyd,411,77.99%,23,,320,68
DEM Staci Williams,110,20.49%,16,,72,22
LIB William Bryan Strange III,8,1.52%,0,,6,2
Total Votes Cast,529,100.00%,39,,398,92
"Justice, Supreme Court, Pl 8",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Brett Busby,413,78.22%,23,,320,70
DEM Gisela D. Triana,106,19.70%,15,,70,21
LIB Tom Oxford,11,2.08%,1,,9,1
Total Votes Cast,530,100.00%,39,,399,92
"Judge, Ct of Crim App, Pl 3",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Bert Richardson,420,79.85%,24,,326,70
DEM Elizabeth Davis Frizell,108,20.15%,14,,72,22
Total Votes Cast,528,100.00%,38,,398,92
"Judge, Ct of Crim App, Pl 4",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Kevin Patrick Yeary,417,80.04%,23,,327,67
DEM Tina Clinton,106,19.96%,15,,70,21
Total Votes Cast,523,100.00%,38,,397,88
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
13 West Point,,,,,,
"Judge, Ct of Crim App, Pl 9",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP David Newell,420,80.15%,24,,327,69
DEM Brandon Birmingham,106,19.85%,15,,69,22
Total Votes Cast,526,100.00%,39,,396,91
"Member, State BoE, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Tom Maynard,415,78.90%,22,,322,71
DEM Marsha Burnett-Webster,106,19.77%,16,,69,21
LIB Trip Seibold,7,1.33%,1,,6,0
Total Votes Cast,528,100.00%,39,,397,92
"State Senator, Dist 18",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Lois W. Kolkhorst,427,81.64%,24,,333,70
DEM Michael Antalan,98,18.36%,15,,63,20
Total Votes Cast,525,100.00%,39,,396,90
"State Representative, Dist 13",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Ben Leman,473,100.00%,31,,365,77
Total Votes Cast,473,100.00%,31,,365,77
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
13 West Point,,,,,,
"Chief Justice, 3rd Ct of App Dist",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jeff Rose,419,79.96%,24,,325,70
DEM Darlene Byrne,105,20.04%,15,,72,18
Total Votes Cast,524,100.00%,39,,397,88
County Attorney,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
DEM Peggy S. Supak,394,100.00%,26,,312,56
Total Votes Cast,394,100.00%,26,,312,56
Sheriff,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Keith Korenek,484,100.00%,31,,375,78
Total Votes Cast,484,100.00%,31,,375,78
County Tax Assessor-Collector,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Rosalinda G. Adamcik,452,100.00%,25,,355,72
Total Votes Cast,452,100.00%,25,,355,72
County Commissioner Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Jason McBroom,472,100.00%,29,,368,75
Total Votes Cast,472,100.00%,29,,368,75
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
13 West Point,,,,,,
Constable Pct 1,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP WM Billy Roensch,476,100.00%,31,,370,75
Total Votes Cast,476,100.00%,31,,370,75
Board of Trustee Position 4 FISD,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Ramon Lopez Jr,102,100.00%,7,,82,13
Total Votes Cast,102,100.00%,7,,82,13
Board of Trustee Position 5 FISD,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
LaVerne Dornak,71,65.74%,3,,57,11
Dan Sullivan,37,34.26%,4,,30,3
Total Votes Cast,108,100.00%,7,,87,14
Trustee Place 1 SMISD,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Josiah Cook,37,50.68%,3,,29,5
Chris Hinnant,36,49.32%,3,,20,13
Total Votes Cast,73,100.00%,6,,49,18
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
13 West Point,,,,,,
Trustee Place 2 SMISD,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
Grant Gutierrez,71,100.00%,6,,48,17
Total Votes Cast,71,100.00%,6,,48,17
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
14 Muldoon,,,,,,
President / Vice-President,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Donald J. Trump / Michael R. Pence,184,84.40%,15,,115,54
DEM Joseph R. Biden / Kamala D.Harris,34,15.60%,11,,17,6
"LIB Jo Jorgensen / Jeremy ""Spike"" Cohen",0,0.00%,0,,0,0
GRN Howie Hawkins / Angela Walker,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,218,100.00%,26,,132,60
US Senator,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP John Cornyn,183,84.33%,16,,113,54
"DEM Mary ""MJ"" Hegar",32,14.75%,10,,17,5
LIB Kerry Douglas McKennon,2,0.92%,0,,2,0
GRN David B. Collins,0,0.00%,0,,0,0
Write-In Totals,0,0.00%,0,,0,0
Total Votes Cast,217,100.00%,26,,132,59
"US Representative, Dist 10",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Michael McCaul,183,84.72%,17,,113,53
DEM Mike Siegel,28,12.96%,9,,14,5
LIB Roy Ericksen,5,2.31%,0,,4,1
Total Votes Cast,216,100.00%,26,,131,59
Summary Results Report,,,,OFFICIAL RESULTS,,
2020 General Election,,,,,,
3-Nov-20,,,,Fayette,,
14 Muldoon,,,,,,
Railroad Commissioner,,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
"REP James ""Jim"" Wright",182,85.45%,17,,113,52
DEM Chrysta Castaneda,28,13.15%,7,,15,6
LIB Matt Sterett,2,0.94%,0,,2,0
"GRN Katija ""Kat"" Gruene",1,0.47%,0,,1,0
Total Votes Cast,213,100.00%,24,,131,58
"Chief Justice, Supreme Court",,,,,,
Vote For 1,,,,,,
,TOTAL,VOTE %,Absentee,,Early Voting,Election Day
REP Nathan Hecht,179,84.04%,15,,113,51
DEM Amy Clark Meachum,31,14.55%,8,,16,7
LIB Mark Ash,3,1.41%,0,,3,0
Total Votes Cast,213,100.00%,23,,132,58
"Justice, Supreme Court, Pl 6",,,,,,
