political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,,candidate_name,party code,early_votes,election_votes
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #10,,No,DEM,#REF!,12
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #11,,Yes,DEM,#REF!,78
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition #11,,No,DEM,#REF!,9
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 1,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 1,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 2,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 2,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 3,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 3,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 4,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 4,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 5,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 5,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 6,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 6,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 7,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 7,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 8,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 8,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 9,,Yes,REP,#REF!,2
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 9,,No,REP,#REF!,0
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 10,,Yes,REP,#REF!,1
Gabriel Villarreal Senior Citizens Nutrition Center,3/3/2020,Primary Election,4,1,2 - A,564,Proposition 10,,No,REP,#REF!,1
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Joseph R. Biden,DEM,#REF!,65
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Amy Klobuchar,DEM,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Robby Wells,DEM,#REF!,1
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Michael R. Bloomberg,DEM,#REF!,38
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Andrew Yang,DEM,#REF!,3
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Marianne Williamson,DEM,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Tom Steyer,DEM,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Deval Patrick,DEM,#REF!,1
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,"Roque ""Rocky"" De La Fuente",DEM,#REF!,8
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Pete Buttigieg,DEM,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,John K. Delaney,DEM,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Elizabeth Warren,DEM,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Cory Booker,DEM,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Bernie Sanders,DEM,#REF!,48
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Julián Castro,DEM,#REF!,4
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Michael Bennet,DEM,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Tulsi Gabbard,DEM,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Cristina Tzintzun Ramirez,DEM,#REF!,55
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Michael Cooper,DEM,#REF!,11
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Sema Hernandez,DEM,#REF!,22
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Jack Daniel Foster Jr,DEM,#REF!,6
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Chris Bell,DEM,#REF!,7
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Amanda K. Edwards,DEM,#REF!,3
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,"Mary ""MJ"" Hegar",DEM,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,"Annie ""Mamá"" Garcia",DEM,#REF!,20
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Adrian Ocegueda,DEM,#REF!,9
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Victor Hugo Harris,DEM,#REF!,6
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,D.R. Hunter,DEM,#REF!,7
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Royce West,DEM,#REF!,6
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"United States Representative,
District No. 28",,Jessica Cisneros,DEM,#REF!,79
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"United States Representative,
District No. 28",,Henry Cuellar,DEM,#REF!,153
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Railroad Commissioner,,Kelly Stone,DEM,#REF!,34
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Railroad Commissioner,,Mark Watson,DEM,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Railroad Commissioner,,Chrysta Castañeda,DEM,#REF!,41
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,#REF!,83
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,#REF!,107
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,#REF!,57
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 6
Unexpired Term",,Larry Praeger,DEM,#REF!,88
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 6
Unexpired Term",,Kathy Cheng,DEM,#REF!,74
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,#REF!,105
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,#REF!,51
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,#REF!,70
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,#REF!,86
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,#REF!,56
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,#REF!,21
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,#REF!,81
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,#REF!,56
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,#REF!,97
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,#REF!,132
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Member, State Board of Education, District 1",,Georgina Perez,DEM,#REF!,135
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"State Senator, District 21",,Judith Zaffirini,DEM,#REF!,163
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"State Representative, District 80",,Danny Valdez,DEM,#REF!,79
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"State Representative, District 80",,Tracy King,DEM,#REF!,147
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,#REF!,137
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,#REF!,160
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,#REF!,156
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Sheriff,,Raymundo Del Bosque,DEM,#REF!,112
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Sheriff,,Ramon E. Montes,DEM,#REF!,109
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,#REF!,38
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,County Tax Assessor-Collector,,Delia R. Mendoza,DEM,#REF!,128
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,County Tax Assessor-Collector,,Adriana Caballero Figueroa,DEM,#REF!,96
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"County Commissioner, Precinct 3",,"Jose A. ""Joey"" Solis",DEM,#REF!,116
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"County Commissioner, Precinct 3",,Roberto Horacio Campos,DEM,#REF!,5
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"County Commissioner, Precinct 3",,Cynthia Garza,DEM,#REF!,31
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"County Commissioner, Precinct 3",,Belinda Bravo,DEM,#REF!,27
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"County Commissioner, Precinct 3",,Jesus (Jessie) Hinojosa,DEM,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"County Commissioner, Precinct 3",,Luis Elizondo,DEM,#REF!,48
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"County Commissioner, Precinct 3",,Benito Reyes,DEM,#REF!,31
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Constable, Precinct 3",,Erika O. Martinez,DEM,#REF!,175
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,County Chairman,,Jorge Montes III,DEM,#REF!,152
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Bob Ely,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Zoltan G. Istvan,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Donald J. Trump,REP,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,"Roque ""Rocky"" De La Fuente Guerra",REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Joe Walsh,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Bill Weld,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Matthew John Matern,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,President,,Uncommitted,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Mark Yancey,REP,#REF!,1
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,John Anthony Castro,REP,#REF!,3
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Dwayne Stovall,REP,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,John Cornyn,REP,#REF!,6
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,United States Senator,,Virgil Bierschwale,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"United States Representative,
District No. 28",,Sandra Whitten,REP,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Railroad Commissioner,,Ryan Sitton,REP,#REF!,4
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Railroad Commissioner,,"James ""Jim"" Wright",REP,#REF!,8
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Chief Justice, Supreme Court",,Nathan Hecht,REP,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 6
Unexpired Term",,Jane Bland,REP,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Justice, Supreme Court, Place 8",,Brett Busby,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 3",,Bert Richardson,REP,#REF!,5
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 3",,Gina Parker,REP,#REF!,7
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 4",,Kevin Patrick Yeary,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Judge, Court of Criminal Appeals, Place 9",,David Newell,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Member, State Board of Education, District 1",,Jennifer Ivey,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"State Senator, District 21",,Frank Pomeroy,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,"Chief Justice, 4th Court of Appeals District",,Renee Yanta,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #1,,Yes,DEM,#REF!,170
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #1,,No,DEM,#REF!,26
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #2,,Yes,DEM,#REF!,185
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #2,,No,DEM,#REF!,29
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #3,,Yes,DEM,#REF!,197
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #3,,No,DEM,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #4,,Yes,DEM,#REF!,188
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #4,,No,DEM,#REF!,23
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #5,,Yes,DEM,#REF!,187
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #5,,No,DEM,#REF!,25
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #6,,Yes,DEM,#REF!,188
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #6,,No,DEM,#REF!,22
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #7,,Yes,DEM,#REF!,173
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #7,,No,DEM,#REF!,35
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #8,,Yes,DEM,#REF!,183
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #8,,No,DEM,#REF!,27
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #9,,Yes,DEM,#REF!,179
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #9,,No,DEM,#REF!,21
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #10,,Yes,DEM,#REF!,160
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #10,,No,DEM,#REF!,39
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #11,,Yes,DEM,#REF!,160
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition #11,,No,DEM,#REF!,40
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 1,,Yes,REP,#REF!,9
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 1,,No,REP,#REF!,4
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 2,,Yes,REP,#REF!,10
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 2,,No,REP,#REF!,3
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 3,,Yes,REP,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 3,,No,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 4,,Yes,REP,#REF!,11
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 4,,No,REP,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 5,,Yes,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 5,,No,REP,#REF!,1
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 6,,Yes,REP,#REF!,11
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 6,,No,REP,#REF!,2
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 7,,Yes,REP,#REF!,12
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 7,,No,REP,#REF!,1
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 8,,Yes,REP,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 8,,No,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 9,,Yes,REP,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 9,,No,REP,#REF!,0
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 10,,Yes,REP,#REF!,13
Zapata Community Center,3/3/2020,Primary Election,4,1,3,2053,Proposition 10,,No,REP,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Joseph R. Biden,DEM,#REF!,50
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Amy Klobuchar,DEM,#REF!,1
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Robby Wells,DEM,#REF!,1
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Michael R. Bloomberg,DEM,#REF!,49
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Andrew Yang,DEM,#REF!,0
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Marianne Williamson,DEM,#REF!,1
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Tom Steyer,DEM,#REF!,6
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Deval Patrick,DEM,#REF!,2
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,"Roque ""Rocky"" De La Fuente",DEM,#REF!,7
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Pete Buttigieg,DEM,#REF!,1
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,John K. Delaney,DEM,#REF!,1
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Elizabeth Warren,DEM,#REF!,8
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Cory Booker,DEM,#REF!,1
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Bernie Sanders,DEM,#REF!,47
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Julián Castro,DEM,#REF!,5
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Michael Bennet,DEM,#REF!,1
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,President,,Tulsi Gabbard,DEM,#REF!,2
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Cristina Tzintzun Ramirez,DEM,#REF!,64
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Michael Cooper,DEM,#REF!,8
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Sema Hernandez,DEM,#REF!,17
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Jack Daniel Foster Jr,DEM,#REF!,4
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Chris Bell,DEM,#REF!,4
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Amanda K. Edwards,DEM,#REF!,7
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,"Mary ""MJ"" Hegar",DEM,#REF!,4
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,"Annie ""Mamá"" Garcia",DEM,#REF!,25
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Adrian Ocegueda,DEM,#REF!,3
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Victor Hugo Harris,DEM,#REF!,8
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,D.R. Hunter,DEM,#REF!,2
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,United States Senator,,Royce West,DEM,#REF!,5
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"United States Representative,
District No. 28",,Jessica Cisneros,DEM,#REF!,77
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"United States Representative,
District No. 28",,Henry Cuellar,DEM,#REF!,148
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Railroad Commissioner,,Kelly Stone,DEM,#REF!,24
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Railroad Commissioner,,Mark Watson,DEM,#REF!,12
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Railroad Commissioner,,Chrysta Castañeda,DEM,#REF!,45
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Railroad Commissioner,,"Roberto R. ""Beto"" Alonzo",DEM,#REF!,73
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Chief Justice, Supreme Court",,Amy Clark Meachum,DEM,#REF!,85
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Chief Justice, Supreme Court",,Jerry Zimmerer,DEM,#REF!,65
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 6
Unexpired Term",,Larry Praeger,DEM,#REF!,73
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 6
Unexpired Term",,Kathy Cheng,DEM,#REF!,70
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 7",,Staci Williams,DEM,#REF!,93
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 7",,Brandy Voss,DEM,#REF!,47
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 8",,Peter Kelly,DEM,#REF!,45
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Justice, Supreme Court, Place 8",,Gisela D. Triana,DEM,#REF!,97
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 3",,Dan Wood,DEM,#REF!,39
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 3",,William Pieratt Demond,DEM,#REF!,29
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 3",,Elizabeth Davis Frizell,DEM,#REF!,66
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 4",,Steven Miears,DEM,#REF!,45
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 4",,Tina Clinton,DEM,#REF!,101
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Judge, Court of Criminal Appeals, Place 9",,Brandon Birmingham,DEM,#REF!,118
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Member, State Board of Education, District 1",,Georgina Perez,DEM,#REF!,119
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"State Senator, District 21",,Judith Zaffirini,DEM,#REF!,147
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"State Representative, District 80",,Danny Valdez,DEM,#REF!,98
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"State Representative, District 80",,Tracy King,DEM,#REF!,127
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"Chief Justice, 4th Court of Appeals District",,Rebeca Martinez,DEM,#REF!,134
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,"District Attorney, 49th Judicial District",,Isidro R. Alaniz,DEM,#REF!,150
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,County Attorney,,"S. Alfonso ""Poncho"" Figueroa",DEM,#REF!,143
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Sheriff,,Raymundo Del Bosque,DEM,#REF!,100
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Sheriff,,Ramon E. Montes,DEM,#REF!,128
Precinct 4 Annex Building,3/3/2020,Primary Election,4,1,4,1748,Sheriff,,"Sigifredo ""Sigi"" Gonzalez Jr",DEM,#REF!,35
