"Box 101" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Election Day" ,0 ,
"Box 313" ,450 ,"R-County Commissioner P3" ,50 ,"Martin Poore" ,"NP" ,"Total" ,109 ,
"Box 313" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"Election Day" ,92 ,
"Box 313" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"Early Voting" ,91 ,
"Box 313" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"EV Mail" ,3 ,
"Box 313" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,500 ,"R-Constable P3" ,10 ,"George Scoggins" ,"NP" ,"Total" ,186 ,
"Box 313" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"Election Day" ,218 ,
"Box 313" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"Early Voting" ,272 ,
"Box 313" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"EV Mail" ,10 ,
"Box 313" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,500 ,"R-Constable P3" ,20 ,"Curtis Fowler" ,"NP" ,"Total" ,500 ,
"Box 313" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Election Day" ,253 ,
"Box 313" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Early Voting" ,331 ,
"Box 313" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"EV Mail" ,11 ,
"Box 313" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,520 ,"R-County Chairman" ,10 ,"Ruby Manen" ,"NP" ,"Total" ,595 ,
"Box 313" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Election Day" ,68 ,
"Box 313" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Early Voting" ,43 ,
"Box 313" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"EV Mail" ,14 ,
"Box 313" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,530 ,"D-County Chairman" ,10 ,"Pedro Dehoyos" ,"NP" ,"Total" ,125 ,
"Box 313" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Election Day" ,275 ,
"Box 313" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Early Voting" ,348 ,
"Box 313" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"EV Mail" ,12 ,
"Box 313" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,540 ,"R-Proposition 1" ,10 ,"Yes" ,"NP" ,"Total" ,635 ,
"Box 313" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Election Day" ,42 ,
"Box 313" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Early Voting" ,35 ,
"Box 313" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"EV Mail" ,1 ,
"Box 313" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,540 ,"R-Proposition 1" ,20 ,"No" ,"NP" ,"Total" ,78 ,
"Box 313" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Election Day" ,272 ,
"Box 313" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Early Voting" ,331 ,
"Box 313" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"EV Mail" ,9 ,
"Box 313" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,550 ,"R-Proposition 2" ,10 ,"Yes" ,"NP" ,"Total" ,612 ,
"Box 313" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Election Day" ,41 ,
"Box 313" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Early Voting" ,52 ,
"Box 313" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"EV Mail" ,4 ,
"Box 313" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,550 ,"R-Proposition 2" ,20 ,"No" ,"NP" ,"Total" ,97 ,
"Box 313" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Election Day" ,299 ,
"Box 313" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Early Voting" ,363 ,
"Box 313" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"EV Mail" ,12 ,
"Box 313" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,560 ,"R-Proposition 3" ,10 ,"Yes" ,"NP" ,"Total" ,674 ,
"Box 313" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Election Day" ,14 ,
"Box 313" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Early Voting" ,16 ,
"Box 313" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"EV Mail" ,1 ,
"Box 313" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,560 ,"R-Proposition 3" ,20 ,"No" ,"NP" ,"Total" ,31 ,
"Box 313" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Election Day" ,286 ,
"Box 313" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Early Voting" ,363 ,
"Box 313" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"EV Mail" ,11 ,
"Box 313" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,570 ,"R-Proposition 4" ,10 ,"Yes" ,"NP" ,"Total" ,660 ,
"Box 313" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Election Day" ,25 ,
"Box 313" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Early Voting" ,16 ,
"Box 313" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 313" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,570 ,"R-Proposition 4" ,20 ,"No" ,"NP" ,"Total" ,43 ,
"Box 313" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Election Day" ,279 ,
"Box 313" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Early Voting" ,361 ,
"Box 313" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"EV Mail" ,9 ,
"Box 313" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,600 ,"R-Proposition 5" ,10 ,"Yes" ,"NP" ,"Total" ,649 ,
"Box 313" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Election Day" ,31 ,
"Box 313" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Early Voting" ,14 ,
"Box 313" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"EV Mail" ,4 ,
"Box 313" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,600 ,"R-Proposition 5" ,20 ,"No" ,"NP" ,"Total" ,49 ,
"Box 313" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Election Day" ,295 ,
"Box 313" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Early Voting" ,365 ,
"Box 313" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"EV Mail" ,10 ,
"Box 313" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,610 ,"R-Proposition 6" ,10 ,"Yes" ,"NP" ,"Total" ,670 ,
"Box 313" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Election Day" ,17 ,
"Box 313" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Early Voting" ,12 ,
"Box 313" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"EV Mail" ,3 ,
"Box 313" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,610 ,"R-Proposition 6" ,20 ,"No" ,"NP" ,"Total" ,32 ,
"Box 313" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Election Day" ,307 ,
"Box 313" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Early Voting" ,369 ,
"Box 313" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"EV Mail" ,11 ,
"Box 313" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,620 ,"R-Proposition 7" ,10 ,"Yes" ,"NP" ,"Total" ,687 ,
"Box 313" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Election Day" ,3 ,
"Box 313" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Early Voting" ,9 ,
"Box 313" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 313" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,620 ,"R-Proposition 7" ,20 ,"No" ,"NP" ,"Total" ,14 ,
"Box 313" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Election Day" ,305 ,
"Box 313" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Early Voting" ,373 ,
"Box 313" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"EV Mail" ,11 ,
"Box 313" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,630 ,"R-Proposition 8" ,10 ,"Yes" ,"NP" ,"Total" ,689 ,
"Box 313" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Election Day" ,6 ,
"Box 313" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 313" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 313" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,630 ,"R-Proposition 8" ,20 ,"No" ,"NP" ,"Total" ,11 ,
"Box 313" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Election Day" ,303 ,
"Box 313" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Early Voting" ,366 ,
"Box 313" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"EV Mail" ,10 ,
"Box 313" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,640 ,"R-Proposition 9" ,10 ,"Yes" ,"NP" ,"Total" ,679 ,
"Box 313" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Election Day" ,9 ,
"Box 313" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Early Voting" ,14 ,
"Box 313" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"EV Mail" ,3 ,
"Box 313" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,640 ,"R-Proposition 9" ,20 ,"No" ,"NP" ,"Total" ,26 ,
"Box 313" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Election Day" ,298 ,
"Box 313" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Early Voting" ,366 ,
"Box 313" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"EV Mail" ,11 ,
"Box 313" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,650 ,"R-Proposition 10" ,10 ,"Yes" ,"NP" ,"Total" ,675 ,
"Box 313" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Election Day" ,13 ,
"Box 313" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Early Voting" ,14 ,
"Box 313" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"EV Mail" ,2 ,
"Box 313" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,650 ,"R-Proposition 10" ,20 ,"No" ,"NP" ,"Total" ,29 ,
"Box 313" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Election Day" ,72 ,
"Box 313" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Early Voting" ,51 ,
"Box 313" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,660 ,"D-Proposition 1" ,10 ,"Yes" ,"NP" ,"Total" ,138 ,
"Box 313" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Election Day" ,2 ,
"Box 313" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 313" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,660 ,"D-Proposition 1" ,20 ,"No" ,"NP" ,"Total" ,5 ,
"Box 313" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Election Day" ,71 ,
"Box 313" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Early Voting" ,52 ,
"Box 313" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,670 ,"D-Proposition 2" ,10 ,"Yes" ,"NP" ,"Total" ,138 ,
"Box 313" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Election Day" ,3 ,
"Box 313" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Early Voting" ,2 ,
"Box 313" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,670 ,"D-Proposition 2" ,20 ,"No" ,"NP" ,"Total" ,5 ,
"Box 313" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Election Day" ,74 ,
"Box 313" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Early Voting" ,53 ,
"Box 313" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,680 ,"D-Proposition 3" ,10 ,"Yes" ,"NP" ,"Total" ,142 ,
"Box 313" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 313" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 313" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,680 ,"D-Proposition 3" ,20 ,"No" ,"NP" ,"Total" ,1 ,
"Box 313" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Election Day" ,74 ,
"Box 313" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Early Voting" ,51 ,
"Box 313" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,690 ,"D-Proposition 4" ,10 ,"Yes" ,"NP" ,"Total" ,140 ,
"Box 313" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 313" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 313" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,690 ,"D-Proposition 4" ,20 ,"No" ,"NP" ,"Total" ,3 ,
"Box 313" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Election Day" ,74 ,
"Box 313" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Early Voting" ,54 ,
"Box 313" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,700 ,"D-Proposition 5" ,10 ,"Yes" ,"NP" ,"Total" ,143 ,
"Box 313" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 313" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Early Voting" ,0 ,
"Box 313" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,700 ,"D-Proposition 5" ,20 ,"No" ,"NP" ,"Total" ,0 ,
"Box 313" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Election Day" ,73 ,
"Box 313" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Early Voting" ,51 ,
"Box 313" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,710 ,"D-Proposition 6" ,10 ,"Yes" ,"NP" ,"Total" ,139 ,
"Box 313" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Election Day" ,1 ,
"Box 313" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Early Voting" ,3 ,
"Box 313" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,710 ,"D-Proposition 6" ,20 ,"No" ,"NP" ,"Total" ,4 ,
"Box 313" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Election Day" ,72 ,
"Box 313" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Early Voting" ,47 ,
"Box 313" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,720 ,"D-Proposition 7" ,10 ,"Yes" ,"NP" ,"Total" ,134 ,
"Box 313" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Election Day" ,2 ,
"Box 313" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Early Voting" ,6 ,
"Box 313" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,720 ,"D-Proposition 7" ,20 ,"No" ,"NP" ,"Total" ,8 ,
"Box 313" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Election Day" ,71 ,
"Box 313" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Early Voting" ,50 ,
"Box 313" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,730 ,"D-Proposition 8" ,10 ,"Yes" ,"NP" ,"Total" ,136 ,
"Box 313" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Election Day" ,3 ,
"Box 313" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Early Voting" ,4 ,
"Box 313" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,730 ,"D-Proposition 8" ,20 ,"No" ,"NP" ,"Total" ,7 ,
"Box 313" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Election Day" ,73 ,
"Box 313" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Early Voting" ,52 ,
"Box 313" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"EV Mail" ,12 ,
"Box 313" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,740 ,"D-Proposition 9" ,10 ,"Yes" ,"NP" ,"Total" ,137 ,
"Box 313" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Election Day" ,1 ,
"Box 313" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 313" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,740 ,"D-Proposition 9" ,20 ,"No" ,"NP" ,"Total" ,2 ,
"Box 313" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Election Day" ,74 ,
"Box 313" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Early Voting" ,53 ,
"Box 313" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,750 ,"D-Proposition 10" ,10 ,"Yes" ,"NP" ,"Total" ,142 ,
"Box 313" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Election Day" ,0 ,
"Box 313" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Early Voting" ,1 ,
"Box 313" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,750 ,"D-Proposition 10" ,20 ,"No" ,"NP" ,"Total" ,1 ,
"Box 313" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Election Day" ,65 ,
"Box 313" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Early Voting" ,49 ,
"Box 313" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"EV Mail" ,15 ,
"Box 313" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,760 ,"D-Proposition 11" ,10 ,"Yes" ,"NP" ,"Total" ,129 ,
"Box 313" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Election Day" ,9 ,
"Box 313" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Early Voting" ,5 ,
"Box 313" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"EV Mail" ,0 ,
"Box 313" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Provisional" ,0 ,
"Box 313" ,760 ,"D-Proposition 11" ,20 ,"No" ,"NP" ,"Total" ,14 ,
"Box 414" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Election Day" ,5 ,
"Box 414" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Early Voting" ,0 ,
"Box 414" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"EV Mail" ,0 ,
"Box 414" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Provisional" ,0 ,
"Box 414" ,10 ,"R-President" ,10 ,"R DeLa Fuente Guerra" ,"NP" ,"Total" ,5 ,
"Box 414" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Election Day" ,2 ,
"Box 414" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Early Voting" ,3 ,
"Box 414" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"EV Mail" ,0 ,
"Box 414" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Provisional" ,0 ,
"Box 414" ,10 ,"R-President" ,20 ,"Bill Weld" ,"NP" ,"Total" ,5 ,
"Box 414" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Election Day" ,1 ,
"Box 414" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Early Voting" ,0 ,
"Box 414" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"EV Mail" ,0 ,
"Box 414" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Provisional" ,0 ,
"Box 414" ,10 ,"R-President" ,30 ,"Matthew John Matern" ,"NP" ,"Total" ,1 ,
"Box 414" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Election Day" ,5 ,
"Box 414" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Early Voting" ,1 ,
"Box 414" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"EV Mail" ,0 ,
"Box 414" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Provisional" ,0 ,
"Box 414" ,10 ,"R-President" ,40 ,"Joe Walsh" ,"NP" ,"Total" ,6 ,
"Box 414" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Election Day" ,0 ,
"Box 414" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Early Voting" ,0 ,
"Box 414" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"EV Mail" ,0 ,
"Box 414" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Provisional" ,0 ,
"Box 414" ,10 ,"R-President" ,50 ,"Bob Ely" ,"NP" ,"Total" ,0 ,
"Box 414" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Election Day" ,554 ,
"Box 414" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Early Voting" ,174 ,
"Box 414" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"EV Mail" ,13 ,
"Box 414" ,10 ,"R-President" ,60 ,"Donald J. Trump" ,"NP" ,"Provisional" ,0 ,
