Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provional Ballots Counted,Precinct Number,Reg Voters,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #3 Right to Healthcare:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #4 Right to Economic Security:  ,Yes,DEM,32,18
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #4 Right to Economic Security:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #5 National Jobs Program:  ,Yes,DEM,30,18
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #5 National Jobs Program:  ,No,DEM,2,0
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",Yes,DEM,32,18
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:  ",No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #7 Right to Dignity & Respect:  ,Yes,DEM,31,18
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #7 Right to Dignity & Respect:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #8 Right to Housing:  ,Yes,DEM,32,17
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #8 Right to Housing:  ,No,DEM,0,1
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #9 Right to Vote:  ,Yes,DEM,32,18
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #9 Right to Vote:  ,No,DEM,0,0
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #10 Right to a Fair Criminal Justice System:  ,Yes,DEM,31,18
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #10 Right to a Fair Criminal Justice System:  ,No,DEM,1,0
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #11 Immigrant Rights:  ,Yes,DEM,31,15
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #11 Immigrant Rights:  ,No,DEM,1,3
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #12 Right to Fair Taxation:  ,Yes,DEM,32,17
Burleson County,3/6/2018,Democrat Primary,0,0,410,1852,Proposition #12 Right to Fair Taxation:  ,No,DEM,0,0
