Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provisional Ballots Counted,Precinct Number,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,57
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,0
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,14
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,53
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,53
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,18
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,22
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,8
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,25
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,55
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Undervotes,,,16
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"State Representative, District 17",John P. Cyrier,,,58
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",Total,,,58
,,,,,,"State Representative, District 17",Overvotes,,,0
,,,,,,"State Representative, District 17",Undervotes,,,13
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Ernie Aliseda,,,52
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Total,,,52
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Overvotes,,,0
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Undervotes,,,19
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Greg Perkes,,,52
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Total,,,52
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Undervotes,,,19
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Jaime Tijerina,,,51
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Total,,,51
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Undervotes,,,20
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,50
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,50
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,21
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,59
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,59
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,12
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,58
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,58
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,13
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,58
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,58
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,13
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,30
,,,,,,County Treasurer,Jo Ann Mercer,,,36
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,Total,,,66
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,5
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,55
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,55
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,16
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,,,,
,,,,,,"Justice of the Peace, Precinct No. 1",Deidra D. Voigt,,,53
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,"Justice of the Peace, Precinct No. 1",Total,,,53
,,,,,,"Justice of the Peace, Precinct No. 1",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 1",Undervotes,,,18
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,53
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,53
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,18
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,51
,,,,,,Proposition 1 Rep,No,,,14
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,65
,,,,,,Proposition 1 Rep,Overvotes,,,0
,,,,,,Proposition 1 Rep,Undervotes,,,6
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,68
,,,,,,Proposition 2 Rep,No,,,1
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,69
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,2
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,59
,,,,,,Proposition 3 Rep,No,,,8
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,67
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,4
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,63
,,,,,,Proposition 4 Rep,No,,,3
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,66
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,5
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,59
,,,,,,Proposition 5 Rep,No,,,8
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,67
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,4
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,68
,,,,,,Proposition 6 Rep,No,,,2
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,70
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,1
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,47
,,,,,,Proposition 7 Rep,No,,,21
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,Total,,,68
,,,,,,Proposition 7 Rep,Overvotes,,,0
,,,,,,Proposition 7 Rep,Undervotes,,,3
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,66
,,,,,,Proposition 8 Rep,No,,,2
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,68
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,3
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,64
,,,,,,Proposition 9 Rep,No,,,3
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,67
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,4
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,67
,,,,,,Proposition 10 Rep,No,,,0
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,67
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,4
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,64
,,,,,,Proposition 11 Rep,No,,,4
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,68
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,3
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,8,United State Senator,Bruce Jacobson Jr.,,,6
,,,,,,United State Senator,Red Cruz,,,46
,,,,,,United State Senator,Mary Miller,,,1
,,,,,,United State Senator,Stefano De Stefano,,,0
,,,,,,United State Senator,Geraldine Sam,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,53
,,,,,,United State Senator,Overvotes,,,0
,,,,,,United State Senator,Undervotes,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 27",Eddie Gassman,,,3
,,,,,,"US Representative, District 27",Jerry Hall,,,5
,,,,,,"US Representative, District 27",Bech Bruun,,,13
,,,,,,"US Representative, District 27",Christopher K. Mapp,,,8
,,,,,,"US Representative, District 27",John Grunwald,,,3
,,,,,,"US Representative, District 27",Michael Cloud,,,15
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",Total,,,47
,,,,,,"US Representative, District 27",Overvotes,,,0
,,,,,,"US Representative, District 27",Undervotes,,,6
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",,,,
,,,,,,Governor,Greg Abbott,,,51
,,,,,,Governor,Barbara Krueger,,,2
,,,,,,Governor,SECEDE Kilgore,,,0
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,53
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,0
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,7
,,,,,,Lieutenant Governor,Dan Patrick,,,45
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,52
,,,,,,Lieutenant Governor,Overvotes,,,0
,,,,,,Lieutenant Governor,Undervotes,,,1
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,46
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,46
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,7
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,47
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,47
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,6
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,27
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,20
,,,,,,Commissioner of the General Land Office,Rick Range,,,1
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,4
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,52
,,,,,,Commissioner of the General Land Office,Overvotes,,,0
,,,,,,Commissioner of the General Land Office,Undervotes,,,1
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,10
,,,,,,Commissioner of Agriculture,Jim Hogan,,,6
,,,,,,Commissioner of Agriculture,Sid Miller,,,32
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,48
,,,,,,Commissioner of Agriculture,Overvotes,,,0
,,,,,,Commissioner of Agriculture,Undervotes,,,5
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,10
,,,,,,Railroad Commissioner,Christi Craddick,,,38
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,48
,,,,,,Railroad Commissioner,Overvotes,,,1
,,,,,,Railroad Commissioner,Undervotes,,,4
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,43
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,43
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,10
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,44
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,44
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,9
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,45
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,45
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,8
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,30
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,16
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,46
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,1
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,6
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,45
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,45
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,8
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,21
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,7
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,17
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,45
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Undervotes,,,8
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"State Representative, District 17",John P. Cyrier,,,45
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",Total,,,45
,,,,,,"State Representative, District 17",Overvotes,,,0
,,,,,,"State Representative, District 17",Undervotes,,,8
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Ernie Aliseda,,,44
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Total,,,44
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Overvotes,,,0
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Undervotes,,,9
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Greg Perkes,,,43
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Total,,,43
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Undervotes,,,10
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Jaime Tijerina,,,42
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Total,,,42
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Undervotes,,,11
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,42
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,42
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,11
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,45
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,45
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,8
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,43
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,43
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,10
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,42
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,42
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,11
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,18
,,,,,,County Treasurer,Jo Ann Mercer,,,35
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,Total,,,53
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,0
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,46
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,46
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,7
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,,,,
,,,,,,"Justice of the Peace, Precinct No. 3",Jesse Almaraz,,,42
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,"Justice of the Peace, Precinct No. 3",Total,,,42
,,,,,,"Justice of the Peace, Precinct No. 3",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 3",Undervotes,,,11
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,"Justice of the Peace, Precinct No. 3",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,44
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,44
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,9
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,41
,,,,,,Proposition 1 Rep,No,,,11
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,52
,,,,,,Proposition 1 Rep,Overvotes,,,0
,,,,,,Proposition 1 Rep,Undervotes,,,1
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,50
,,,,,,Proposition 2 Rep,No,,,1
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,51
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,2
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,48
,,,,,,Proposition 3 Rep,No,,,3
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,51
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,2
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,45
,,,,,,Proposition 4 Rep,No,,,6
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,51
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,2
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,43
,,,,,,Proposition 5 Rep,No,,,9
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,52
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,1
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,51
,,,,,,Proposition 6 Rep,No,,,0
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,51
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,2
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,31
,,,,,,Proposition 7 Rep,No,,,13
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,Total,,,44
,,,,,,Proposition 7 Rep,Overvotes,,,0
,,,,,,Proposition 7 Rep,Undervotes,,,9
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,52
,,,,,,Proposition 8 Rep,No,,,0
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,52
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,1
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,50
,,,,,,Proposition 9 Rep,No,,,2
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,52
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,1
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,49
,,,,,,Proposition 10 Rep,No,,,2
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,51
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,2
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,50
,,,,,,Proposition 11 Rep,No,,,2
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,52
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,1
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,9,United State Senator,Bruce Jacobson Jr.,,,7
,,,,,,United State Senator,Red Cruz,,,83
,,,,,,United State Senator,Mary Miller,,,3
,,,,,,United State Senator,Stefano De Stefano,,,0
,,,,,,United State Senator,Geraldine Sam,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,93
,,,,,,United State Senator,Overvotes,,,0
,,,,,,United State Senator,Undervotes,,,2
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 27",Eddie Gassman,,,3
,,,,,,"US Representative, District 27",Jerry Hall,,,14
,,,,,,"US Representative, District 27",Bech Bruun,,,33
,,,,,,"US Representative, District 27",Christopher K. Mapp,,,9
,,,,,,"US Representative, District 27",John Grunwald,,,6
,,,,,,"US Representative, District 27",Michael Cloud,,,24
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",Total,,,89
,,,,,,"US Representative, District 27",Overvotes,,,0
,,,,,,"US Representative, District 27",Undervotes,,,6
,,,,,,"US Representative, District 27",,,,
,,,,,,"US Representative, District 27",,,,
,,,,,,Governor,Greg Abbott,,,88
,,,,,,Governor,Barbara Krueger,,,4
,,,,,,Governor,SECEDE Kilgore,,,1
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,93
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,2
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,10
,,,,,,Lieutenant Governor,Dan Patrick,,,80
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,90
,,,,,,Lieutenant Governor,Overvotes,,,1
,,,,,,Lieutenant Governor,Undervotes,,,4
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,77
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,77
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,18
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
