Contest,Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,BallotsCast,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
Proposition #5 - DEMOCRATIC PARTY,20,,,78,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,58,82,5223,1.57 %
Proposition #5 - DEMOCRATIC PARTY,20,,,78,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,82,5223,1.57 %
Proposition #5 - DEMOCRATIC PARTY,21,Yes,24,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Proposition #5 - DEMOCRATIC PARTY,21,No,0,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Proposition #5 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,7,24,1228,1.95 %
Proposition #5 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,24,1228,1.95 %
Proposition #5 - DEMOCRATIC PARTY,21,,,24,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,12,24,1228,1.95 %
Proposition #6 - DEMOCRATIC PARTY,1,Yes,8,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Proposition #6 - DEMOCRATIC PARTY,1,No,0,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Proposition #6 - DEMOCRATIC PARTY,1,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,8,406,1.97 %
Proposition #6 - DEMOCRATIC PARTY,1,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,8,406,1.97 %
Proposition #6 - DEMOCRATIC PARTY,1,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,8,406,1.97 %
Proposition #6 - DEMOCRATIC PARTY,2,Yes,7,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Proposition #6 - DEMOCRATIC PARTY,2,No,0,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Proposition #6 - DEMOCRATIC PARTY,2,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,2,8,528,1.52 %
Proposition #6 - DEMOCRATIC PARTY,2,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,8,528,1.52 %
Proposition #6 - DEMOCRATIC PARTY,2,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,8,528,1.52 %
Proposition #6 - DEMOCRATIC PARTY,3,Yes,35,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Proposition #6 - DEMOCRATIC PARTY,3,No,1,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Proposition #6 - DEMOCRATIC PARTY,3,,,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,39,1815,2.15 %
Proposition #6 - DEMOCRATIC PARTY,3,,,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,39,1815,2.15 %
Proposition #6 - DEMOCRATIC PARTY,3,,,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,13,39,1815,2.15 %
Proposition #6 - DEMOCRATIC PARTY,4,Yes,38,38,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Proposition #6 - DEMOCRATIC PARTY,4,No,0,38,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Proposition #6 - DEMOCRATIC PARTY,4,,,38,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,15,41,1515,2.71 %
Proposition #6 - DEMOCRATIC PARTY,4,,,38,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,8,41,1515,2.71 %
Proposition #6 - DEMOCRATIC PARTY,4,,,38,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,18,41,1515,2.71 %
Proposition #6 - DEMOCRATIC PARTY,5,Yes,72,72,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Proposition #6 - DEMOCRATIC PARTY,5,No,0,72,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Proposition #6 - DEMOCRATIC PARTY,5,,,72,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,38,76,2675,2.84 %
Proposition #6 - DEMOCRATIC PARTY,5,,,72,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,14,76,2675,2.84 %
Proposition #6 - DEMOCRATIC PARTY,5,,,72,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,76,2675,2.84 %
Proposition #6 - DEMOCRATIC PARTY,6,Yes,140,141,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Proposition #6 - DEMOCRATIC PARTY,6,No,1,141,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Proposition #6 - DEMOCRATIC PARTY,6,,,141,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,51,146,4617,3.16 %
Proposition #6 - DEMOCRATIC PARTY,6,,,141,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,26,146,4617,3.16 %
Proposition #6 - DEMOCRATIC PARTY,6,,,141,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,69,146,4617,3.16 %
Proposition #6 - DEMOCRATIC PARTY,7,Yes,20,21,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Proposition #6 - DEMOCRATIC PARTY,7,No,1,21,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Proposition #6 - DEMOCRATIC PARTY,7,,,21,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,22,728,3.02 %
Proposition #6 - DEMOCRATIC PARTY,7,,,21,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,22,728,3.02 %
Proposition #6 - DEMOCRATIC PARTY,7,,,21,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,7,22,728,3.02 %
Proposition #6 - DEMOCRATIC PARTY,8,Yes,34,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Proposition #6 - DEMOCRATIC PARTY,8,No,0,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Proposition #6 - DEMOCRATIC PARTY,8,,,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,40,1112,3.60 %
Proposition #6 - DEMOCRATIC PARTY,8,,,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,40,1112,3.60 %
Proposition #6 - DEMOCRATIC PARTY,8,,,34,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,40,1112,3.60 %
Proposition #6 - DEMOCRATIC PARTY,9,Yes,18,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Proposition #6 - DEMOCRATIC PARTY,9,No,0,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Proposition #6 - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,12,19,809,2.35 %
Proposition #6 - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,19,809,2.35 %
Proposition #6 - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,19,809,2.35 %
Proposition #6 - DEMOCRATIC PARTY,10,Yes,55,55,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Proposition #6 - DEMOCRATIC PARTY,10,No,0,55,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Proposition #6 - DEMOCRATIC PARTY,10,,,55,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,33,57,2313,2.46 %
Proposition #6 - DEMOCRATIC PARTY,10,,,55,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,7,57,2313,2.46 %
Proposition #6 - DEMOCRATIC PARTY,10,,,55,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,17,57,2313,2.46 %
Proposition #6 - DEMOCRATIC PARTY,11,Yes,9,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Proposition #6 - DEMOCRATIC PARTY,11,No,0,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Proposition #6 - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,6,10,377,2.65 %
Proposition #6 - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,377,2.65 %
Proposition #6 - DEMOCRATIC PARTY,11,,,9,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,3,10,377,2.65 %
Proposition #6 - DEMOCRATIC PARTY,12,Yes,19,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Proposition #6 - DEMOCRATIC PARTY,12,No,0,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Proposition #6 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,17,19,335,5.67 %
Proposition #6 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,19,335,5.67 %
Proposition #6 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,19,335,5.67 %
Proposition #6 - DEMOCRATIC PARTY,13,Yes,6,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Proposition #6 - DEMOCRATIC PARTY,13,No,0,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Proposition #6 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,3,6,400,1.50 %
Proposition #6 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,6,400,1.50 %
Proposition #6 - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,6,400,1.50 %
Proposition #6 - DEMOCRATIC PARTY,14,Yes,19,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Proposition #6 - DEMOCRATIC PARTY,14,No,0,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Proposition #6 - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,8,20,1009,1.98 %
Proposition #6 - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,20,1009,1.98 %
Proposition #6 - DEMOCRATIC PARTY,14,,,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,20,1009,1.98 %
Proposition #6 - DEMOCRATIC PARTY,15,Yes,10,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Proposition #6 - DEMOCRATIC PARTY,15,No,0,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Proposition #6 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,10,1163,0.86 %
Proposition #6 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,1163,0.86 %
Proposition #6 - DEMOCRATIC PARTY,15,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,10,1163,0.86 %
Proposition #6 - DEMOCRATIC PARTY,16,Yes,63,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Proposition #6 - DEMOCRATIC PARTY,16,No,0,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Proposition #6 - DEMOCRATIC PARTY,16,,,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,16,63,4165,1.51 %
Proposition #6 - DEMOCRATIC PARTY,16,,,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,21,63,4165,1.51 %
Proposition #6 - DEMOCRATIC PARTY,16,,,63,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,26,63,4165,1.51 %
Proposition #6 - DEMOCRATIC PARTY,17,Yes,18,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Proposition #6 - DEMOCRATIC PARTY,17,No,0,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Proposition #6 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,5,19,1248,1.52 %
Proposition #6 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,19,1248,1.52 %
Proposition #6 - DEMOCRATIC PARTY,17,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,19,1248,1.52 %
Proposition #6 - DEMOCRATIC PARTY,18,Yes,26,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Proposition #6 - DEMOCRATIC PARTY,18,No,0,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Proposition #6 - DEMOCRATIC PARTY,18,,,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,14,28,732,3.83 %
Proposition #6 - DEMOCRATIC PARTY,18,,,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,28,732,3.83 %
Proposition #6 - DEMOCRATIC PARTY,18,,,26,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,28,732,3.83 %
Proposition #6 - DEMOCRATIC PARTY,19,Yes,91,92,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Proposition #6 - DEMOCRATIC PARTY,19,No,1,92,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Proposition #6 - DEMOCRATIC PARTY,19,,,92,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,22,95,5191,1.83 %
Proposition #6 - DEMOCRATIC PARTY,19,,,92,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,62,95,5191,1.83 %
Proposition #6 - DEMOCRATIC PARTY,19,,,92,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,95,5191,1.83 %
Proposition #6 - DEMOCRATIC PARTY,20,Yes,77,78,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Proposition #6 - DEMOCRATIC PARTY,20,No,1,78,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Proposition #6 - DEMOCRATIC PARTY,20,,,78,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,82,5223,1.57 %
Proposition #6 - DEMOCRATIC PARTY,20,,,78,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,58,82,5223,1.57 %
Proposition #6 - DEMOCRATIC PARTY,20,,,78,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,82,5223,1.57 %
Proposition #6 - DEMOCRATIC PARTY,21,Yes,23,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Proposition #6 - DEMOCRATIC PARTY,21,No,0,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Proposition #6 - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,7,24,1228,1.95 %
Proposition #6 - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,24,1228,1.95 %
Proposition #6 - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,12,24,1228,1.95 %
Proposition #7 - DEMOCRATIC PARTY,1,Yes,8,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Proposition #7 - DEMOCRATIC PARTY,1,No,0,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Proposition #7 - DEMOCRATIC PARTY,1,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,8,406,1.97 %
Proposition #7 - DEMOCRATIC PARTY,1,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,8,406,1.97 %
Proposition #7 - DEMOCRATIC PARTY,1,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,8,406,1.97 %
Proposition #7 - DEMOCRATIC PARTY,2,Yes,7,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Proposition #7 - DEMOCRATIC PARTY,2,No,0,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Proposition #7 - DEMOCRATIC PARTY,2,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,2,8,528,1.52 %
Proposition #7 - DEMOCRATIC PARTY,2,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,8,528,1.52 %
Proposition #7 - DEMOCRATIC PARTY,2,,,7,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,8,528,1.52 %
Proposition #7 - DEMOCRATIC PARTY,3,Yes,34,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Proposition #7 - DEMOCRATIC PARTY,3,No,2,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Proposition #7 - DEMOCRATIC PARTY,3,,,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,39,1815,2.15 %
Proposition #7 - DEMOCRATIC PARTY,3,,,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,39,1815,2.15 %
Proposition #7 - DEMOCRATIC PARTY,3,,,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,13,39,1815,2.15 %
Proposition #7 - DEMOCRATIC PARTY,4,Yes,39,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Proposition #7 - DEMOCRATIC PARTY,4,No,0,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Proposition #7 - DEMOCRATIC PARTY,4,,,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,15,41,1515,2.71 %
Proposition #7 - DEMOCRATIC PARTY,4,,,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,8,41,1515,2.71 %
Proposition #7 - DEMOCRATIC PARTY,4,,,39,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,18,41,1515,2.71 %
Proposition #7 - DEMOCRATIC PARTY,5,Yes,73,73,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Proposition #7 - DEMOCRATIC PARTY,5,No,0,73,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Proposition #7 - DEMOCRATIC PARTY,5,,,73,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,38,76,2675,2.84 %
Proposition #7 - DEMOCRATIC PARTY,5,,,73,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,14,76,2675,2.84 %
Proposition #7 - DEMOCRATIC PARTY,5,,,73,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,76,2675,2.84 %
Proposition #7 - DEMOCRATIC PARTY,6,Yes,136,142,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Proposition #7 - DEMOCRATIC PARTY,6,No,6,142,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Proposition #7 - DEMOCRATIC PARTY,6,,,142,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,51,146,4617,3.16 %
Proposition #7 - DEMOCRATIC PARTY,6,,,142,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,26,146,4617,3.16 %
Proposition #7 - DEMOCRATIC PARTY,6,,,142,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,69,146,4617,3.16 %
Proposition #7 - DEMOCRATIC PARTY,7,Yes,19,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Proposition #7 - DEMOCRATIC PARTY,7,No,0,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Proposition #7 - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,22,728,3.02 %
Proposition #7 - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,22,728,3.02 %
Proposition #7 - DEMOCRATIC PARTY,7,,,19,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,7,22,728,3.02 %
Proposition #7 - DEMOCRATIC PARTY,8,Yes,35,35,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Proposition #7 - DEMOCRATIC PARTY,8,No,0,35,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Proposition #7 - DEMOCRATIC PARTY,8,,,35,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,40,1112,3.60 %
Proposition #7 - DEMOCRATIC PARTY,8,,,35,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,40,1112,3.60 %
Proposition #7 - DEMOCRATIC PARTY,8,,,35,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,40,1112,3.60 %
Proposition #7 - DEMOCRATIC PARTY,9,Yes,17,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Proposition #7 - DEMOCRATIC PARTY,9,No,1,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Proposition #7 - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,12,19,809,2.35 %
Proposition #7 - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,19,809,2.35 %
Proposition #7 - DEMOCRATIC PARTY,9,,,18,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,19,809,2.35 %
Proposition #7 - DEMOCRATIC PARTY,10,Yes,52,53,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Proposition #7 - DEMOCRATIC PARTY,10,No,1,53,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Proposition #7 - DEMOCRATIC PARTY,10,,,53,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,33,57,2313,2.46 %
Proposition #7 - DEMOCRATIC PARTY,10,,,53,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,7,57,2313,2.46 %
Proposition #7 - DEMOCRATIC PARTY,10,,,53,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,17,57,2313,2.46 %
Proposition #7 - DEMOCRATIC PARTY,11,Yes,10,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Proposition #7 - DEMOCRATIC PARTY,11,No,0,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Proposition #7 - DEMOCRATIC PARTY,11,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,6,10,377,2.65 %
Proposition #7 - DEMOCRATIC PARTY,11,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,377,2.65 %
Proposition #7 - DEMOCRATIC PARTY,11,,,10,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,3,10,377,2.65 %
Proposition #7 - DEMOCRATIC PARTY,12,Yes,19,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Proposition #7 - DEMOCRATIC PARTY,12,No,0,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Proposition #7 - DEMOCRATIC PARTY,12,,,19,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,17,19,335,5.67 %
